,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,KFT,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2010-10-22,41.17,37.41,42.85,66.43,299.03,59.37,48.72,34.43,23.37,59.32,41.78,50.37,151.58,35.69,31.65,50.14,14.53,33.43,15.6,169.13,33.79,51.39,28.31,83.84,18.38,30.4,132.62,76.75,24.41,42.33,30.0,44.77,73.35,46.57,11.3,34.4,29.2,29.37,26.8,29.88,15.27,13.42,17.4,71.7,57.61,63.43,45.41,36.21,59.21,40.23,14.11,4.71,10.7,16.31,61.55,34.85,71.57,22.11,51.25,26.89
2010-10-25,40.95,37.67,42.43,66.81,300.36,59.4,48.75,34.46,23.2,59.24,41.6,50.72,151.22,35.7,31.99,50.03,14.53,33.56,15.71,169.0,34.04,51.6,28.04,84.26,18.68,30.63,132.79,77.04,24.05,43.12,29.88,44.63,74.02,46.49,11.02,34.02,29.31,29.3,27.1,30.41,15.37,13.61,17.36,71.36,57.74,63.1,45.42,36.13,58.81,40.24,14.23,4.71,10.87,16.4,61.42,34.27,71.71,22.23,50.43,27.04
2010-10-26,40.97,38.43,42.8,66.47,299.59,59.16,48.76,34.34,23.85,55.8,41.06,51.25,152.08,35.51,31.71,50.6,14.62,33.91,15.59,169.95,34.23,51.06,28.14,83.86,18.55,30.36,133.57,77.3,24.22,42.69,29.44,44.75,73.65,45.76,11.16,34.79,29.16,29.2,27.0,30.28,15.57,13.81,17.39,70.87,57.12,63.44,45.14,35.99,58.83,40.31,14.04,4.64,10.77,16.46,61.73,34.39,71.76,22.03,50.79,26.7
2010-10-27,40.47,38.99,42.58,66.06,299.38,58.69,47.35,34.08,23.99,55.57,40.62,48.59,153.87,35.07,31.53,49.96,14.58,33.85,15.4,167.51,34.17,50.92,28.12,83.77,19.15,30.22,134.3,76.54,24.07,42.45,29.51,44.07,73.24,45.65,11.4,34.62,29.14,28.83,27.53,29.97,15.75,13.69,17.73,70.91,57.32,62.64,44.97,36.18,60.05,39.78,14.19,4.56,10.82,16.42,60.93,34.71,70.59,21.93,50.82,26.34
2010-10-28,40.13,39.51,41.08,66.44,296.86,59.37,47.01,34.1,24.2,55.74,40.62,48.92,156.84,34.8,31.71,50.15,14.55,33.82,15.66,166.84,34.0,51.28,28.13,78.86,19.71,30.58,133.79,76.65,24.25,42.51,29.33,44.77,72.79,46.6,11.39,34.75,29.98,29.1,27.46,30.1,15.76,13.68,17.52,71.13,57.42,62.75,45.25,36.42,62.22,40.03,14.11,4.6,10.95,16.4,61.44,34.68,70.59,21.84,51.53,26.62
2010-10-29,40.01,39.74,41.48,65.86,292.72,59.63,48.18,33.8,24.56,56.45,40.74,49.02,154.81,35.82,31.47,50.24,14.5,33.84,15.53,165.23,33.57,51.24,28.18,78.07,19.49,30.87,136.36,74.98,24.36,42.74,28.83,44.83,73.6,46.0,11.31,34.78,30.12,28.83,27.77,30.22,15.53,13.59,17.56,70.82,57.76,62.99,46.06,36.03,62.53,39.45,13.93,4.66,10.96,16.49,61.69,34.79,70.86,21.53,52.34,26.64
2010-11-01,39.71,39.83,42.22,65.71,295.83,59.86,49.43,34.04,24.82,55.41,40.95,48.83,155.24,35.88,31.63,50.37,14.43,32.7,15.71,162.58,33.92,50.86,28.36,77.85,19.37,30.79,136.09,73.94,24.24,42.4,28.61,44.73,74.23,45.56,11.36,34.7,29.95,28.65,27.65,29.77,15.42,13.69,17.86,69.63,57.81,63.15,46.5,34.33,62.29,39.88,13.94,4.53,10.88,16.15,62.12,34.6,70.96,21.58,52.58,26.57
2010-11-02,39.97,40.63,43.03,65.05,300.87,60.09,50.78,33.81,25.22,56.1,41.35,49.53,156.44,36.25,32.04,50.81,14.42,32.71,15.56,164.61,34.38,51.54,28.43,78.61,19.54,31.28,136.58,74.58,24.28,42.87,29.21,45.93,74.68,45.71,11.26,34.87,30.03,29.4,27.8,29.82,15.57,13.88,17.93,70.23,58.17,63.3,45.53,34.25,62.41,40.27,13.9,4.53,10.98,16.19,62.94,34.17,71.43,21.82,53.47,27.03
2010-11-03,40.02,40.32,42.96,64.66,304.21,59.54,52.03,34.0,24.89,56.12,41.6,49.49,156.25,36.44,32.68,50.92,14.53,32.86,15.68,168.47,34.45,51.84,28.47,79.07,19.53,31.18,136.9,75.07,24.79,42.54,29.53,46.19,74.8,45.92,11.38,36.07,29.71,29.35,28.18,29.57,15.69,14.6,18.15,70.71,58.44,62.68,45.42,34.4,62.38,41.11,14.01,4.58,10.96,16.17,63.06,34.87,71.52,22.33,53.22,27.03
2010-11-04,41.26,41.91,43.26,66.45,309.53,59.68,54.25,34.68,24.99,56.13,42.12,50.21,159.87,36.43,33.39,51.34,14.94,33.21,15.65,168.93,35.48,52.22,28.7,80.68,19.9,31.92,139.39,77.29,25.72,43.72,30.15,47.44,77.89,47.33,11.98,37.04,29.42,29.8,28.88,29.77,16.38,15.25,18.63,72.73,59.06,63.59,45.19,34.76,63.5,41.36,14.05,4.68,11.18,16.2,64.37,36.8,72.14,22.8,54.04,28.62
2010-11-05,41.64,42.24,43.34,66.85,308.43,59.43,54.76,35.37,24.72,56.17,42.11,49.68,164.36,36.03,32.64,51.19,15.14,33.4,15.47,170.77,35.84,51.85,28.76,80.03,19.88,31.54,139.51,77.14,27.37,43.55,29.6,47.03,78.23,48.13,12.21,37.76,29.03,29.78,29.56,29.11,16.56,15.59,18.85,72.64,59.06,64.74,45.19,35.75,63.95,41.03,13.99,4.66,11.15,16.27,64.95,37.85,72.25,22.84,54.09,28.55
2010-11-08,42.04,42.08,43.5,65.85,309.87,59.46,54.11,35.07,24.69,55.99,41.97,49.35,162.57,36.01,32.59,50.92,15.12,33.67,15.36,171.99,35.77,51.27,28.7,79.59,19.75,31.22,139.69,76.98,27.2,43.73,29.88,46.71,77.83,48.03,12.45,36.94,29.2,29.38,29.47,29.15,16.61,15.78,19.26,73.74,58.84,64.76,45.19,36.36,63.71,41.53,13.82,4.64,10.99,16.44,65.25,37.45,72.26,22.97,54.09,28.27
2010-11-09,41.78,41.56,43.22,64.95,307.4,59.63,52.95,34.3,24.82,55.4,41.33,48.93,160.02,35.76,32.73,51.05,15.04,33.31,15.3,170.27,34.93,50.33,28.78,79.07,19.62,31.05,139.38,75.86,26.35,43.04,29.69,46.54,76.7,47.56,12.12,35.48,29.48,29.36,29.43,28.68,16.56,15.45,19.26,73.1,58.89,64.11,44.85,36.41,63.52,41.4,13.94,4.6,11.03,16.97,65.95,36.89,72.07,22.93,54.04,27.9
2010-11-10,42.58,41.75,43.17,62.91,309.3,59.59,52.02,34.55,24.81,55.13,41.51,48.45,160.66,35.74,32.77,50.55,14.98,33.56,15.16,173.33,35.51,50.23,28.74,79.95,19.58,30.65,139.78,77.32,26.77,43.03,29.78,46.53,77.21,48.74,12.42,35.59,29.57,29.56,29.43,28.57,16.9,15.99,19.81,75.0,58.67,63.55,44.79,36.9,62.62,41.44,14.02,4.84,10.84,16.94,66.41,37.55,72.44,23.06,54.0,27.91
2010-11-11,42.36,41.55,42.44,61.31,307.96,59.27,52.45,34.42,24.57,55.39,41.4,48.05,161.14,35.65,32.87,50.4,14.8,33.32,15.29,170.37,35.46,49.91,28.86,80.18,19.54,30.23,138.71,78.15,26.41,43.03,29.53,46.17,77.2,48.57,12.22,35.19,28.81,29.58,28.93,28.53,17.27,15.97,19.46,75.25,58.48,61.95,45.13,36.76,61.89,40.45,13.48,4.8,10.72,16.8,67.07,37.0,72.62,19.32,53.04,27.8
2010-11-12,42.05,40.93,41.77,59.17,299.58,59.03,50.87,34.31,24.19,55.27,40.53,47.66,159.33,35.57,32.51,50.2,14.7,32.95,15.18,165.68,34.92,49.2,28.91,79.94,19.3,29.89,137.1,77.56,25.8,42.42,28.93,45.64,75.88,47.75,11.97,34.61,28.48,29.34,29.07,28.68,17.28,15.68,19.15,75.51,58.46,61.4,44.86,36.31,61.05,39.61,12.98,4.7,10.58,16.55,66.28,36.62,71.84,18.97,52.07,27.5
2010-11-15,41.81,40.93,41.89,59.66,298.61,58.83,51.86,33.97,24.13,55.42,40.57,47.05,160.66,36.4,32.21,50.03,14.66,33.64,15.09,158.9,34.71,49.83,28.93,79.9,19.45,29.54,137.0,77.04,25.9,42.23,28.75,45.44,76.62,47.71,11.95,35.11,28.27,29.29,28.97,28.84,16.93,16.35,19.07,75.66,58.42,61.3,44.72,36.55,61.09,39.92,13.07,4.72,10.6,16.6,65.81,37.05,72.04,18.79,52.17,27.33
2010-11-16,41.05,40.19,41.32,58.88,293.31,58.48,51.65,33.37,23.91,54.84,39.71,46.5,158.63,35.68,31.75,50.32,14.35,33.67,14.95,157.78,34.14,49.29,28.53,78.09,19.14,28.98,135.66,75.52,25.47,41.65,28.37,43.91,75.26,47.01,11.8,34.53,28.29,29.59,28.71,28.42,16.27,15.88,19.03,74.93,57.66,60.69,44.85,35.9,60.16,39.23,12.96,4.64,10.34,16.24,64.37,36.62,70.54,18.31,51.25,27.04
2010-11-17,40.96,39.69,41.71,58.62,292.25,58.39,51.76,34.26,23.69,54.96,40.09,46.43,158.43,35.94,31.75,49.87,14.31,34.47,14.84,158.35,34.32,49.25,28.73,78.31,19.26,29.3,135.39,75.5,25.16,41.63,28.54,44.06,76.01,47.53,11.48,34.59,28.29,28.77,29.03,28.56,16.57,16.04,19.08,75.85,57.49,60.57,44.79,36.95,60.03,38.45,12.91,4.76,10.44,16.15,64.43,36.22,71.41,18.28,51.37,27.15
2010-11-18,41.59,40.49,42.37,60.6,299.96,59.15,52.88,34.85,23.94,55.35,40.88,47.16,160.79,36.33,32.13,50.06,14.51,35.41,15.16,164.17,35.17,50.22,29.34,79.8,19.43,30.12,137.69,76.74,25.77,42.43,29.46,44.86,77.82,48.48,11.56,35.23,28.27,28.8,29.57,28.77,17.14,15.5,20.39,77.29,58.17,61.1,45.25,37.99,61.55,39.12,13.22,4.95,10.88,16.99,65.65,36.67,72.0,18.47,52.22,27.9
2010-11-19,41.71,40.97,42.31,59.64,298.31,59.09,53.08,34.77,23.8,55.11,41.05,47.36,160.14,36.47,32.45,50.44,14.68,35.4,15.13,164.82,35.43,50.09,29.56,79.3,19.42,30.01,138.34,76.85,25.75,42.95,29.69,45.03,78.63,48.42,11.52,35.37,28.5,29.13,30.0,28.51,16.97,15.66,20.59,78.47,58.2,61.35,44.88,37.88,61.14,39.88,13.45,4.97,10.95,16.57,65.86,36.43,72.56,18.47,52.37,28.08
2010-11-22,41.42,40.47,41.88,60.06,304.76,59.08,52.65,34.62,23.84,55.36,40.84,46.82,154.74,36.41,32.57,50.43,14.51,35.37,14.98,170.39,35.56,50.04,29.53,79.19,19.27,29.57,138.67,76.4,25.25,42.67,29.64,44.46,78.66,48.46,11.16,34.88,28.55,29.01,30.28,28.61,17.08,15.58,20.39,78.47,57.76,60.65,45.02,37.36,60.83,40.59,13.5,4.9,10.98,16.56,65.53,35.6,72.45,18.42,51.56,27.95
2010-11-23,40.77,40.21,41.8,59.65,300.26,58.34,51.38,33.78,23.27,54.77,40.26,46.14,151.59,36.12,31.72,49.77,14.26,34.45,14.92,168.2,35.06,48.66,29.23,77.97,19.04,28.55,136.56,74.85,25.1,41.99,29.66,43.14,77.37,47.5,10.96,33.82,27.67,28.84,30.04,28.31,16.79,15.1,20.36,77.43,56.89,60.37,45.18,36.63,61.03,41.47,13.37,4.84,10.78,16.19,64.4,34.79,71.99,18.08,50.74,26.92
2010-11-24,41.39,41.21,42.31,61.35,306.16,58.74,52.94,33.85,23.5,54.62,41.53,45.63,153.98,36.21,32.03,50.09,14.42,35.0,15.03,177.25,36.05,48.71,29.69,78.97,19.25,28.67,139.07,75.93,25.4,42.91,30.2,43.11,79.3,48.59,11.14,34.57,28.14,29.07,30.57,28.6,17.21,15.34,20.75,78.93,56.88,61.11,45.08,37.26,62.44,41.05,13.43,4.85,11.06,16.41,65.25,35.28,72.42,18.32,51.89,27.05
2010-11-26,40.96,40.51,41.84,60.78,306.35,58.35,52.58,34.13,23.39,54.94,41.12,45.84,152.02,35.94,31.44,49.84,14.3,34.58,14.85,177.2,35.78,48.52,29.46,78.73,19.1,28.25,137.25,75.12,24.96,42.23,29.8,42.46,78.78,47.72,10.99,34.15,28.28,28.93,30.24,28.38,16.96,15.48,20.66,78.36,56.46,60.79,45.34,36.84,61.61,40.54,13.2,4.74,11.02,16.22,64.64,34.67,71.56,18.35,51.53,26.65
2010-11-29,40.87,41.53,41.89,60.37,308.17,58.45,51.73,33.53,23.45,54.84,41.17,45.13,153.04,35.85,32.49,49.94,14.45,35.0,14.91,179.49,35.55,48.26,29.33,78.56,19.09,27.38,136.28,74.79,25.48,42.78,30.08,41.73,78.35,47.76,11.17,34.38,27.9,28.64,30.24,28.28,16.97,15.45,20.73,78.25,56.46,60.93,45.45,36.74,60.87,39.98,13.13,4.74,10.87,16.38,64.84,35.05,71.86,18.31,51.08,26.21
2010-11-30,40.53,41.42,41.63,59.81,302.61,59.02,51.18,33.15,23.4,55.16,40.39,44.47,150.35,35.55,32.53,50.16,14.32,35.48,14.68,175.4,35.61,47.23,29.23,78.34,18.93,26.83,134.92,74.13,25.49,42.85,29.66,41.29,79.22,47.06,10.82,34.18,27.51,28.41,29.87,28.33,16.9,15.33,20.89,77.69,55.49,60.78,45.48,36.23,60.67,39.35,12.79,4.71,10.74,15.82,64.95,34.58,71.9,18.04,51.46,25.7
2010-12-01,42.07,42.46,42.53,61.64,307.72,60.38,54.49,33.48,24.13,55.67,41.64,45.1,152.57,35.87,33.3,50.73,14.75,36.47,15.04,176.55,36.53,47.85,29.94,80.27,19.68,27.66,137.73,75.72,25.79,44.09,30.49,41.96,81.89,47.92,11.16,35.0,28.19,29.72,30.6,28.69,17.48,15.83,21.22,79.58,56.47,62.0,45.68,37.27,62.07,39.95,12.97,4.77,11.02,16.15,66.6,35.27,72.81,18.19,52.85,26.35
2010-12-02,42.91,43.11,43.5,62.46,309.42,59.98,56.57,33.72,24.91,54.97,42.35,45.45,156.47,36.12,33.71,50.78,15.09,36.56,15.03,176.53,36.8,48.29,30.03,80.7,19.57,27.85,138.47,77.36,26.96,44.34,30.6,42.65,82.98,48.95,11.55,35.5,28.4,31.37,30.85,28.5,17.98,16.14,21.02,79.02,56.67,62.36,45.76,37.67,62.24,40.46,13.2,4.82,11.03,16.33,66.74,36.34,72.89,18.1,53.42,26.85
2010-12-03,43.06,43.01,42.69,62.41,308.73,59.96,58.65,33.93,25.03,55.27,42.35,46.45,156.29,36.2,34.41,50.66,15.18,36.32,15.06,175.68,37.23,48.41,29.84,81.1,19.57,28.24,138.66,77.72,27.21,44.9,31.02,43.46,83.69,49.62,11.73,36.22,28.59,31.48,30.82,28.4,18.28,16.16,21.5,79.05,56.64,61.8,45.73,38.2,62.04,40.38,13.24,4.87,11.09,16.35,66.47,36.62,73.24,17.96,52.74,27.17
2010-12-06,43.23,43.13,42.49,62.46,311.36,59.55,57.98,33.84,24.87,54.97,42.51,46.27,156.62,36.11,33.93,50.53,15.11,36.57,15.14,178.05,37.24,48.19,29.61,81.04,19.46,28.07,138.29,77.78,26.92,44.62,31.11,43.61,83.53,49.15,11.51,36.09,29.02,31.35,30.95,28.37,18.2,16.01,21.73,79.14,56.39,61.45,45.55,37.95,62.08,40.21,13.25,4.86,11.06,16.33,66.58,36.89,73.08,18.3,53.16,27.26
2010-12-07,43.36,42.92,42.49,62.12,309.48,59.51,57.8,34.07,24.89,55.2,42.92,46.39,155.6,36.31,33.81,51.09,15.41,36.1,15.1,176.77,37.14,48.26,29.68,78.53,19.64,28.27,137.36,79.01,26.67,44.64,31.63,43.78,84.6,48.93,11.44,36.38,29.11,31.55,31.38,28.7,18.42,15.93,21.92,78.67,56.47,62.04,45.19,37.17,63.09,39.59,13.16,4.81,11.11,16.94,66.72,36.29,73.77,18.26,53.71,27.85
2010-12-08,43.52,43.73,41.82,61.13,312.2,59.46,57.45,34.16,25.23,55.79,42.8,46.2,159.98,36.53,34.04,50.81,15.42,36.36,15.06,176.29,37.53,48.32,29.79,78.99,19.64,28.69,138.28,78.87,27.51,44.57,31.86,43.96,83.92,48.79,11.87,34.95,29.3,32.0,31.7,29.06,18.29,16.05,21.97,78.36,56.91,61.4,45.86,37.26,62.85,40.03,13.23,4.81,11.17,17.02,67.08,37.22,72.3,18.22,53.7,27.9
2010-12-09,43.56,43.91,41.29,60.6,310.98,59.54,58.1,34.27,25.09,55.83,43.82,46.46,160.28,36.32,33.95,50.67,15.5,36.2,15.09,174.85,37.88,48.49,30.0,78.46,19.7,28.74,137.63,79.33,28.17,44.06,32.14,44.19,83.97,48.98,12.51,39.55,29.29,32.27,31.69,29.12,18.2,16.12,22.01,77.97,57.13,61.03,45.98,37.77,63.24,39.92,13.2,4.99,11.25,16.95,67.22,37.73,71.27,18.55,53.07,28.01
2010-12-10,43.5,44.34,41.03,60.18,311.76,59.71,58.03,34.32,25.33,55.58,44.67,46.45,162.22,36.33,34.01,50.62,16.04,35.83,15.33,175.62,38.11,48.4,29.91,78.65,20.13,28.76,138.13,79.68,28.36,44.33,32.19,44.18,84.22,48.99,12.66,40.52,29.66,32.35,30.81,28.8,18.75,16.09,22.9,77.26,57.43,61.5,45.99,37.54,63.85,40.0,13.44,5.0,11.25,17.01,67.39,38.3,71.22,18.55,53.53,27.94
2010-12-13,44.1,44.44,40.93,59.83,312.84,60.29,58.45,34.62,25.25,55.53,43.66,46.82,163.19,36.86,34.02,50.55,15.94,35.88,15.48,174.25,37.94,48.74,30.01,79.57,20.14,28.9,137.61,80.91,28.31,44.28,32.29,45.03,85.8,49.0,12.4,40.16,29.51,32.5,30.62,28.92,18.53,15.84,22.82,77.98,57.42,61.3,46.4,37.88,63.71,39.16,12.92,5.14,11.17,16.7,67.56,38.38,70.81,18.44,53.39,28.27
2010-12-14,44.22,44.28,41.07,60.49,311.5,60.34,58.91,34.52,25.59,55.86,44.08,47.16,161.12,37.52,34.31,50.78,16.01,35.63,15.41,173.94,37.76,49.37,29.57,80.07,20.77,29.15,139.08,80.92,27.93,44.8,32.61,45.54,86.23,48.79,12.26,42.85,29.36,32.65,30.81,29.4,18.56,15.79,22.89,78.04,57.75,62.55,47.14,37.95,64.24,39.06,12.88,5.13,11.15,16.63,67.39,37.71,70.81,18.4,53.99,28.49
2010-12-15,43.86,44.2,40.38,60.25,311.57,60.02,59.23,34.46,25.8,55.84,46.18,46.68,159.08,37.62,34.66,50.57,15.83,35.65,15.38,175.57,37.16,52.16,29.96,80.04,20.42,28.83,138.03,80.58,27.91,44.9,32.38,44.66,87.2,48.78,12.15,42.37,29.25,32.71,30.65,29.48,18.26,15.92,22.88,78.14,57.83,62.29,47.17,37.78,63.66,38.77,12.86,5.06,10.87,16.45,67.08,37.17,70.69,18.33,53.19,28.2
2010-12-16,44.24,42.72,40.86,60.4,312.43,60.49,59.48,34.67,25.93,56.06,46.88,46.9,158.36,37.71,35.21,50.94,16.08,35.59,15.51,178.04,37.47,52.05,30.23,80.59,20.45,28.68,137.87,81.54,28.12,45.09,33.07,44.83,87.27,49.66,12.38,43.13,29.16,33.02,30.64,29.63,18.48,16.13,22.9,78.3,58.61,62.87,47.25,38.39,64.64,39.44,12.89,5.15,11.07,16.51,67.43,36.99,70.44,18.6,53.87,28.44
2010-12-17,43.82,42.18,40.66,60.99,311.81,60.69,58.49,34.21,25.85,56.52,47.43,47.38,157.96,37.62,35.08,50.74,16.02,35.39,15.34,177.58,37.83,51.94,30.4,80.56,20.24,28.35,138.3,81.02,28.07,45.46,32.91,44.65,86.7,49.5,12.43,43.51,29.4,33.0,30.55,29.91,18.28,16.16,22.57,77.48,58.89,62.6,47.33,38.48,64.52,39.45,13.19,5.17,11.01,16.38,67.38,36.68,70.53,18.41,53.49,28.26
2010-12-20,44.45,40.73,40.47,59.34,313.37,61.01,57.82,34.07,25.77,56.8,47.74,46.94,159.89,37.36,34.8,50.14,16.02,35.19,15.46,183.29,38.64,51.97,30.22,81.47,20.72,28.31,137.83,81.3,28.2,45.34,32.87,44.61,87.36,49.41,12.48,44.22,29.53,33.1,30.36,29.72,19.24,16.21,22.62,77.23,59.04,62.22,47.45,39.18,64.27,39.39,12.92,5.2,11.06,16.28,67.43,36.93,70.63,18.48,53.46,28.23
2010-12-21,44.88,41.43,40.46,60.21,315.3,60.17,59.17,33.85,26.01,56.78,48.11,47.54,161.99,37.11,34.38,50.03,16.2,36.24,15.65,184.75,38.49,52.08,30.3,80.71,21.02,28.4,139.0,81.7,28.87,45.56,32.99,45.06,88.61,50.26,12.83,45.68,29.71,32.99,30.47,29.82,19.77,16.34,22.84,78.01,58.95,62.36,47.22,39.45,64.43,39.4,13.39,5.24,11.14,16.6,67.9,37.9,70.58,18.39,53.81,28.26
2010-12-22,45.15,41.03,41.05,60.6,316.24,60.43,57.17,33.83,26.12,56.92,48.01,47.55,163.31,37.58,36.27,49.71,16.47,35.48,15.82,184.76,38.33,52.32,30.35,80.89,20.97,28.59,139.2,82.33,29.33,45.41,33.44,45.05,88.55,50.81,13.23,46.16,30.11,33.08,30.5,29.86,19.71,16.34,22.59,77.69,59.02,61.95,47.4,39.42,64.75,39.0,13.43,5.28,11.02,16.63,67.97,38.98,70.72,18.42,54.34,28.15
2010-12-23,45.19,40.99,41.03,61.02,314.72,60.44,57.55,33.93,26.22,56.95,47.73,47.62,161.38,37.4,36.58,49.98,16.45,35.57,15.86,182.59,38.23,52.01,30.34,80.66,20.95,28.57,139.15,83.02,29.03,45.38,33.21,45.09,88.44,50.72,12.91,44.97,30.14,33.0,30.39,29.86,19.97,16.14,22.28,77.66,59.28,61.87,47.26,39.34,65.2,39.24,13.34,5.3,10.95,16.72,68.34,38.9,70.67,18.54,54.13,28.31
2010-12-27,45.23,41.26,41.02,60.73,315.77,60.19,58.19,33.9,26.01,56.89,47.98,47.9,163.53,37.35,36.37,49.96,16.59,35.61,15.75,182.14,37.95,51.83,30.11,81.16,20.88,28.25,138.62,82.51,29.24,45.25,33.15,44.74,88.09,51.85,13.12,49.15,30.11,33.14,30.41,29.61,19.96,16.22,22.14,77.9,58.76,61.92,47.18,39.54,65.27,39.32,13.32,5.3,10.9,16.48,68.17,39.45,70.18,18.98,53.93,28.3
2010-12-28,45.5,41.01,41.09,60.83,316.54,60.06,57.94,33.89,25.95,57.09,48.15,47.83,162.92,37.52,36.84,50.11,16.71,35.84,15.84,181.09,37.99,52.28,30.24,80.91,20.86,28.13,138.97,83.49,29.23,45.43,33.25,44.71,87.73,51.5,13.19,48.78,30.07,33.0,30.28,29.84,19.87,16.09,22.29,78.25,58.85,62.16,47.26,39.54,65.2,39.72,13.24,5.34,10.85,16.43,68.55,39.39,70.18,19.16,54.07,28.38
2010-12-29,45.76,41.08,40.91,61.01,316.36,60.1,58.15,34.01,25.91,56.9,48.17,48.1,161.41,37.37,36.85,50.43,16.66,35.87,15.85,183.37,37.92,52.31,30.28,80.93,20.74,28.46,139.75,83.65,29.06,45.61,33.39,45.43,87.81,51.3,13.16,47.41,29.86,32.81,30.53,29.83,20.25,16.1,22.37,79.1,58.52,61.76,47.22,39.58,65.02,39.79,13.2,5.42,10.93,16.61,68.5,39.16,70.7,19.07,54.13,28.52
2010-12-30,45.8,40.74,41.36,60.97,314.78,59.91,58.0,33.81,25.8,56.79,48.49,47.65,161.42,37.3,36.63,50.42,16.59,35.57,15.75,182.75,37.66,52.12,30.31,80.72,20.86,28.39,139.89,83.87,28.87,45.31,33.49,45.19,87.9,51.2,13.13,47.62,29.92,32.78,30.52,29.78,20.07,16.05,22.49,78.35,58.41,61.37,47.23,39.09,64.97,39.73,13.2,5.36,10.8,16.76,68.49,39.04,70.49,19.05,53.76,28.58
2010-12-31,45.87,41.14,41.71,61.21,313.71,60.1,57.91,33.96,25.86,56.79,49.32,47.96,161.92,37.33,36.37,50.29,16.68,35.71,15.77,180.0,37.73,52.13,30.43,80.5,20.76,28.33,139.98,83.54,29.03,45.48,33.27,45.27,87.7,51.34,13.19,47.7,30.01,32.97,30.52,29.78,20.05,16.15,22.32,78.63,58.46,62.45,47.19,39.5,65.14,39.58,13.11,5.41,10.84,16.63,68.27,39.22,70.49,19.05,54.05,28.44
2011-01-03,45.97,41.6,41.82,62.28,320.52,60.49,57.17,33.99,25.92,56.42,49.26,48.57,166.63,37.06,36.7,50.88,16.67,36.38,15.92,184.22,38.14,52.38,30.18,80.96,21.23,28.85,140.66,84.18,29.58,45.62,33.53,45.94,88.16,52.26,14.03,48.05,30.22,33.2,30.74,29.93,20.6,16.59,22.37,79.43,58.86,62.42,47.01,40.02,64.23,40.19,13.24,5.48,11.01,16.75,69.61,40.29,70.34,19.29,54.35,28.73
2011-01-04,45.72,42.12,42.64,62.79,322.2,60.18,56.49,34.52,26.02,56.66,48.68,48.41,166.66,37.01,37.01,51.08,16.97,36.16,16.2,185.01,37.38,51.64,29.55,80.84,21.29,29.1,140.82,83.87,29.65,45.49,33.51,46.47,87.75,51.84,14.08,47.0,30.75,32.6,30.68,29.87,20.11,16.71,22.76,79.86,59.02,62.81,47.39,39.6,64.52,41.02,13.24,5.43,10.72,16.59,69.93,40.87,68.24,19.32,54.53,28.57
2011-01-05,45.5,43.35,43.29,63.29,324.83,61.26,58.09,33.72,25.94,56.85,48.71,47.71,167.55,36.78,37.53,50.74,17.0,36.21,16.31,187.42,37.76,51.05,29.38,80.84,21.58,28.91,140.25,83.72,30.32,45.79,33.86,46.17,88.51,51.47,14.34,50.45,30.95,32.5,30.81,29.8,20.61,17.21,23.21,80.2,58.88,64.25,47.18,39.19,64.82,41.56,13.42,5.3,10.78,16.91,69.75,41.37,68.56,19.56,54.81,28.13
2011-01-06,45.11,43.05,44.21,64.53,324.57,61.49,58.52,33.81,26.7,56.77,48.86,47.14,165.82,36.56,37.64,50.32,16.93,36.01,16.37,185.86,37.12,51.32,29.16,80.35,21.6,28.77,141.79,83.03,30.12,45.57,33.51,45.85,87.59,51.25,14.28,50.04,31.04,32.37,31.23,29.56,20.62,17.52,22.97,81.54,58.78,65.38,47.05,38.96,65.53,42.2,13.79,5.34,10.78,17.06,70.19,41.17,68.14,19.73,56.06,27.63
2011-01-07,45.21,42.69,45.24,65.07,326.89,61.08,59.6,33.57,26.5,56.74,48.64,46.77,164.36,36.38,37.41,50.43,16.81,36.04,16.52,185.49,37.07,50.45,29.11,80.43,21.54,28.32,141.09,83.49,29.51,45.37,33.53,45.32,87.77,50.55,14.09,50.64,31.07,32.33,31.2,29.48,20.67,17.57,22.85,82.46,58.61,65.78,47.12,39.11,66.1,42.39,13.52,5.31,10.63,16.9,70.58,40.39,68.29,19.75,56.78,27.31
2011-01-10,45.05,42.79,45.05,64.8,333.05,60.77,60.5,33.57,26.15,56.67,49.15,46.21,163.46,36.18,38.23,50.11,16.88,36.16,16.45,184.68,36.81,50.23,29.18,81.29,21.56,28.02,140.82,82.78,29.23,44.71,33.66,44.87,87.45,50.48,14.24,47.51,31.05,32.34,31.35,29.5,20.58,17.61,22.46,82.77,58.48,65.74,47.17,39.11,65.34,42.18,13.55,5.32,10.73,16.6,70.15,40.17,67.55,19.58,55.84,27.18
